order_id,date_commande,fournisseur,entrepot,client,produit,quantite_commandee,quantite_livree,cout_unitaire_mad,cout_total_mad,distance_km,delai_livraison_jours,retard_jours,stock_actuel,demande_prevue,taux_service_pct,cout_transport_mad,statut,rupture_stock,region,is_retard,is_rupture,taux_livraison_pct,risque_rupture,cout_par_km,cout_par_unite,mois
SC-00613,2026-05-25 21:30:00,Marrakech Food,WH-Marrakech,Grossiste Nord,Produit F,74.0,72.0,114.24,8453.57,776.2,13.27,8.62,964.0,242,83.18,7435.45,Livré,False,Oriental,True,False,97.2972972972973,False,9.579296573048182,117.41069444444445,2026-05
SC-00614,2026-06-21 15:30:00,Fes Textiles,WH-Casablanca,Marjane,Produit B,868.0,857.0,67.72,58777.89,458.2,10.95,8.27,254.0,1145,88.55,2956.53,Livré,True,Oriental,True,True,98.73271889400922,True,6.452487996508076,68.58563593932323,2026-06
SC-00615,2026-06-16 10:00:00,Safi Minerals,WH-Marrakech,BIM,Produit F,634.0,604.0,56.04,35529.78,583.1,9.17,6.85,3341.0,476,94.11,5427.66,Livré,False,Centre,True,False,95.26813880126183,False,9.30828331332533,58.82413907284768,2026-06
SC-00616,2026-03-10 08:30:00,Tanger Components,WH-Agadir,Carrefour,Produit B,706.0,637.0,88.76,62663.63,100.8,3.01,0.0,2035.0,269,95.49,1275.96,Livré,False,Souss,False,False,90.22662889518413,False,12.658333333333333,98.37304552590267,2026-03
SC-00617,2026-05-14 19:00:00,Fes Textiles,WH-Tanger,BIM,Produit B,740.0,738.0,76.9,56904.56,151.7,9.05,3.62,2170.0,1197,91.99,1205.18,Livré,False,Nord,True,False,99.72972972972973,False,7.944495715227424,77.10644986449864,2026-05
SC-00618,2026-05-30 12:15:00,Casa Packaging,WH-Casablanca,Marjane,Produit F,455.0,418.0,43.4,19747.94,573.4,9.48,4.07,209.0,750,84.15,3834.03,En retard,True,Nord,True,True,91.86813186813187,True,6.686484129752355,47.24387559808612,2026-05
SC-00619,2026-05-05 06:00:00,Tanger Components,WH-Agadir,Pharmacie Centrale,Produit A,605.0,587.0,133.79,80943.13,157.0,0.94,0.0,1447.0,819,90.35,1132.32,Livré,False,Souss,False,False,97.02479338842976,False,7.212229299363057,137.89289608177174,2026-05
SC-00620,2026-02-20 16:15:00,Rabat Pharma,WH-Marrakech,Carrefour,Produit B,134.0,118.0,218.19,29237.14,611.8,7.51,4.68,1718.0,1003,99.55,5227.03,En retard,False,Oriental,True,False,88.05970149253731,False,8.543690748610658,247.77237288135592,2026-02
SC-00621,2026-04-06 06:30:00,Safi Minerals,WH-Fes,Grossiste Nord,Produit A,902.0,908.0,150.38,135641.79,646.8,5.93,0.0,2956.0,1479,93.27,4127.6,Livré,False,Centre,False,False,100.66518847006651,False,6.3815708101422395,149.38523127753305,2026-04
SC-00622,2026-06-18 09:30:00,Tanger Components,WH-Tanger,Grossiste Sud,Produit A,903.0,800.0,180.85,163306.34,26.3,9.03,3.11,2564.0,246,89.91,249.04,Livré,False,Souss,True,False,88.59357696566998,False,9.469201520912547,204.132925,2026-06
SC-00623,2026-04-11 21:45:00,Casa Packaging,WH-Tanger,Pharmacie Centrale,Produit F,357.0,307.0,128.25,80007.24,467.1,3.5,1.14,3837.0,935,97.98,4482.28,En retard,False,Oriental,False,False,85.99439775910365,False,9.59597516591736,260.6099022801303,2026-04
SC-00624,2026-05-07 16:15:00,Fes Textiles,WH-Tanger,Pharmacie Centrale,Produit A,1181.0,1070.0,131.49,155293.85,778.7,20.69,16.72,456.0,87,90.52,8063.69,Livré,False,Sud,True,False,90.60118543607113,False,10.355322974187748,145.13443925233645,2026-05
SC-00625,2026-05-03 07:30:00,Casa Packaging,WH-Tanger,Carrefour,Produit F,1068.0,1080.0,18.48,19741.3,495.7,5.35,0.77,3309.0,1060,99.52,3683.02,Livré,False,Centre,False,False,101.12359550561798,False,7.429937462174703,18.27898148148148,2026-05
SC-00626,2026-06-03 21:45:00,Casa Packaging,WH-Fes,BIM,Produit E,811.0,794.0,23.86,19349.43,358.6,3.49,0.0,1793.0,1479,93.97,4499.09,Livré,False,Oriental,False,False,97.90382244143034,False,12.546263245956498,24.36955919395466,2026-06
SC-00627,2026-01-10 19:00:00,Marrakech Food,WH-Casablanca,BIM,Produit B,412.0,419.0,16.99,6998.94,641.2,5.1,0.0,1325.0,876,86.96,5091.16,Livré,False,Centre,False,False,101.6990291262136,False,7.940049906425451,16.703914081145584,2026-01
SC-00628,2026-05-29 16:30:00,Marrakech Food,WH-Fes,Grossiste Nord,Produit A,677.0,609.0,46.55,31517.48,230.0,7.08,0.05,3586.0,1077,92.47,2526.48,Livré,False,Oriental,False,False,89.95568685376661,False,10.984695652173913,51.7528407224959,2026-05
SC-00629,2026-06-17 12:30:00,Tanger Components,WH-Tanger,BIM,Produit E,621.0,545.0,95.06,59031.72,775.4,7.48,1.26,1600.0,1426,82.02,6958.77,Livré,False,Nord,False,False,87.76167471819646,False,8.974426102656695,108.31508256880734,2026-06
SC-00630,2026-01-23 22:30:00,Marrakech Food,WH-Marrakech,Grossiste Nord,Produit A,146.0,130.0,53.52,7813.75,75.0,4.57,1.23,2824.0,1435,95.28,815.72,Livré,False,Souss,False,False,89.04109589041096,False,10.876266666666668,60.10576923076923,2026-01
SC-00631,2026-06-15 18:00:00,Marrakech Food,WH-Casablanca,Pharmacie Centrale,Produit F,1064.0,1036.0,165.94,176556.86,537.8,7.55,1.41,740.0,275,84.62,5465.26,Livré,False,Sud,False,False,97.36842105263158,False,10.16225362588323,170.42167953667953,2026-06
SC-00632,2026-03-22 06:45:00,Casa Packaging,WH-Agadir,Carrefour,Produit E,629.0,598.0,75.98,47791.22,497.1,11.04,4.67,3418.0,1376,93.54,4518.92,Livré,False,Nord,True,False,95.07154213036566,False,9.090565278615973,79.91842809364549,2026-03
SC-00633,2026-04-23 20:00:00,Agadir Plastics,WH-Casablanca,Marjane,Produit C,749.0,699.0,118.37,88656.73,171.9,3.8,0.0,5192.0,1235,94.73,1111.52,Livré,False,Oriental,False,False,93.32443257676903,False,6.46608493310064,126.83366237482117,2026-04
SC-00634,2026-06-26 07:45:00,Casa Packaging,WH-Agadir,Retail Pro,Produit B,853.0,792.0,64.16,54724.71,728.0,7.42,2.63,3400.0,1383,87.12,7311.33,Livré,False,Sud,True,False,92.84876905041031,False,10.043035714285715,69.09685606060606,2026-06
SC-00635,2026-05-05 10:45:00,Fes Textiles,WH-Marrakech,Grossiste Nord,Produit F,509.0,474.0,175.07,89112.83,476.8,6.24,1.25,4973.0,1714,95.23,2726.65,Livré,False,Souss,False,False,93.1237721021611,False,5.718645134228188,188.00175105485232,2026-05
SC-00636,2026-02-11 18:00:00,Marrakech Food,WH-Fes,Export Client,Produit E,866.0,875.0,220.41,190874.08,437.7,7.27,4.21,3599.0,1498,95.89,2754.61,Partiel,False,Oriental,True,False,101.03926096997691,False,6.293374457390907,218.1418057142857,2026-02
SC-00637,2026-04-06 17:00:00,Tanger Components,WH-Fes,Carrefour,Produit F,644.0,635.0,214.88,138381.04,63.9,4.76,0.0,5844.0,710,86.73,695.83,Livré,False,Oriental,False,False,98.6024844720497,False,10.889358372456964,217.9228976377953,2026-04
SC-00638,2026-04-15 14:00:00,Tanger Components,WH-Tanger,Grossiste Nord,Produit F,435.0,418.0,88.49,38493.97,282.5,9.73,2.58,5144.0,12,84.2,3628.13,Livré,False,Nord,True,False,96.0919540229885,False,12.842938053097345,92.09083732057417,2026-04
SC-00639,2026-01-09 13:45:00,Tanger Components,WH-Tanger,Export Client,Produit A,1177.0,1079.0,208.6,245527.07,171.8,1.76,0.0,694.0,679,88.06,2041.56,En retard,False,Oriental,False,False,91.67374681393373,False,11.88335273573923,227.55057460611678,2026-01
SC-00640,2026-01-27 13:15:00,Fes Textiles,WH-Casablanca,Carrefour,Produit F,745.0,676.0,103.23,76907.0,249.3,3.23,0.0,1646.0,125,85.89,2845.1,Livré,False,Souss,False,False,90.73825503355705,False,11.412354592860007,113.76775147928994,2026-01
SC-00641,2026-03-12 14:15:00,Rabat Pharma,WH-Agadir,Export Client,Produit F,212.0,207.0,137.02,29048.52,481.8,6.7,2.98,4503.0,1366,98.83,3484.89,Livré,False,Oriental,True,False,97.64150943396226,False,7.233063511830634,140.33101449275364,2026-03
SC-00642,2026-06-19 20:00:00,Fes Textiles,WH-Agadir,Grossiste Sud,Produit A,584.0,574.0,173.18,101135.76,331.4,8.56,1.04,1825.0,1102,89.68,3286.32,En retard,False,Souss,False,False,98.28767123287672,False,9.91647555823778,176.1947038327526,2026-06
SC-00643,2026-02-28 09:00:00,Safi Minerals,WH-Casablanca,Grossiste Sud,Produit A,487.0,490.0,126.82,61759.6,676.7,5.29,2.09,2038.0,659,83.82,5018.21,En retard,False,Oriental,True,False,100.61601642710471,False,7.415708585783951,126.03999999999999,2026-02
SC-00644,2026-01-04 22:45:00,Safi Minerals,WH-Agadir,Retail Pro,Produit B,658.0,567.0,69.15,45501.26,318.1,15.99,9.73,33.0,1463,98.25,2365.75,Livré,True,Souss,True,True,86.17021276595744,True,7.4371266897202135,80.24913580246914,2026-01
SC-00645,2026-06-10 17:15:00,Agadir Plastics,WH-Fes,BIM,Produit E,429.0,425.0,15.55,6670.08,367.6,8.35,1.49,85.0,41,93.28,2554.68,Livré,False,Centre,False,False,99.06759906759906,False,6.949619151251359,15.69430588235294,2026-06
SC-00646,2026-02-17 18:15:00,Casa Packaging,WH-Tanger,Pharmacie Centrale,Produit F,697.0,603.0,195.34,136149.21,465.2,2.67,0.0,5793.0,1168,82.79,2920.93,Livré,False,Nord,False,False,86.51362984218078,False,6.278869303525365,225.78641791044774,2026-02
SC-00647,2026-03-09 12:30:00,Safi Minerals,WH-Fes,Carrefour,Produit B,581.5,882.0,73.48,69879.9,546.2,10.91,6.88,645.0,971,91.06,4733.97,Livré,True,Sud,True,True,151.67669819432504,True,8.667099963383375,79.22891156462585,2026-03
SC-00648,2026-03-04 11:30:00,Tanger Components,WH-Agadir,Pharmacie Centrale,Produit A,438.0,416.0,208.41,91284.65,396.1,6.14,0.0,1968.0,1142,95.1,4324.24,Livré,False,Oriental,False,False,94.97716894977168,False,10.917041151224437,219.4342548076923,2026-03
SC-00649,2026-04-22 19:30:00,Safi Minerals,WH-Fes,Grossiste Sud,Produit F,899.0,892.0,89.95,80864.43,318.3,3.9,2.7,3440.0,1198,99.5,3244.13,Livré,False,Oriental,True,False,99.22135706340379,False,10.192051523719762,90.65519058295963,2026-04
SC-00650,2026-04-03 19:45:00,Rabat Pharma,WH-Tanger,Retail Pro,Produit E,1096.0,1048.0,228.0,57331.205,513.9,8.26,2.1,335.0,895,91.57,6370.12,Livré,True,Oriental,True,True,95.62043795620438,True,12.39564117532594,54.70534828244275,2026-04
SC-00651,2026-01-15 19:15:00,Fes Textiles,WH-Agadir,Grossiste Sud,Produit E,725.0,674.0,116.46,84436.55,659.8,10.43,0.0,81.0,203,84.42,4106.71,En retard,True,Centre,False,True,92.96551724137932,True,6.224173992118824,125.27678041543027,2026-01
SC-00652,2026-01-27 08:45:00,Casa Packaging,WH-Agadir,Pharmacie Centrale,Produit E,570.0,557.0,12.87,7338.21,87.7,8.59,4.15,442.0,766,85.63,924.29,Livré,True,Oriental,True,True,97.71929824561404,True,10.539224629418472,13.174524236983842,2026-01
SC-00653,2026-03-29 18:30:00,Tanger Components,WH-Casablanca,Retail Pro,Produit C,354.0,318.0,103.06,36484.42,331.0,4.48,0.0,5275.0,937,86.98,3136.85,Livré,False,Oriental,False,False,89.83050847457628,False,9.476888217522658,114.73088050314465,2026-03
SC-00654,2026-03-28 12:45:00,Marrakech Food,WH-Agadir,Marjane,Produit E,1015.0,994.0,12.34,12528.13,403.2,10.14,3.42,3502.0,1779,94.05,3291.51,Livré,False,Centre,True,False,97.93103448275862,False,8.163467261904763,12.603752515090543,2026-03
SC-00655,2026-03-07 14:30:00,Rabat Pharma,WH-Tanger,Retail Pro,Produit D,501.0,464.0,115.01,57618.63,203.6,5.84,0.0,395.0,163,89.03,1953.41,Livré,False,Sud,False,False,92.61477045908184,False,9.594351669941062,124.17808189655172,2026-03
SC-00656,2026-02-07 13:30:00,Marrakech Food,WH-Casablanca,Grossiste Nord,Produit C,651.0,599.0,142.09,92503.18,458.0,10.05,6.74,2528.0,1610,86.83,3970.91,Livré,False,Centre,True,False,92.01228878648233,False,8.670109170305677,154.42934891485808,2026-02
SC-00657,2026-03-08 08:15:00,Marrakech Food,WH-Agadir,Export Client,Produit B,615.0,615.0,35.69,21951.39,194.5,6.07,5.99,368.0,1704,90.4,1315.65,Livré,True,Nord,True,True,100.0,True,6.76426735218509,35.69331707317073,2026-03
SC-00658,2026-03-15 14:15:00,Casa Packaging,WH-Agadir,Carrefour,Produit D,1041.0,952.0,56.51,58823.76,404.5,4.4,3.46,4406.0,198,93.9,2780.75,En retard,False,Centre,True,False,91.45052833813641,False,6.874536464771323,61.789663865546224,2026-03
SC-00659,2026-02-23 08:45:00,Tanger Components,WH-Fes,Grossiste Nord,Produit A,587.0,509.0,123.47,72474.17,154.0,1.95,0.0,2714.0,1238,90.54,1150.07,Livré,False,Nord,False,False,86.71209540034071,False,7.467987012987012,142.38540275049115,2026-02
SC-00660,2026-04-01 11:15:00,Tanger Components,WH-Agadir,Retail Pro,Produit A,570.0,501.0,149.59,85268.44,466.7,8.29,2.7,2274.0,971,95.66,4436.81,Livré,False,Centre,True,False,87.89473684210526,False,9.506770944932505,170.1964870259481,2026-04
SC-00661,2026-06-11 13:30:00,Marrakech Food,WH-Tanger,Grossiste Sud,Produit B,365.0,341.0,202.61,73952.22,671.5,9.69,3.55,4379.0,616,82.9,7172.36,Livré,False,Centre,True,False,93.42465753424658,False,10.681102010424423,216.86868035190616,2026-06
SC-00662,2026-05-24 19:45:00,Fes Textiles,WH-Fes,Carrefour,Produit C,521.0,520.0,128.25,25889.62,681.3,7.97,5.88,399.0,153,96.2,8420.82,Livré,False,Oriental,True,False,99.80806142034548,False,12.359929546455307,49.78773076923077,2026-05
SC-00663,2026-03-12 20:00:00,Agadir Plastics,WH-Casablanca,Marjane,Produit C,42.0,42.0,176.29,7404.36,288.7,3.17,0.0,3775.0,1461,86.99,1823.62,Partiel,False,Oriental,False,False,100.0,False,6.31666089366124,176.2942857142857,2026-03
SC-00664,2026-04-06 14:30:00,Safi Minerals,WH-Agadir,Carrefour,Produit E,87.0,81.0,142.23,12374.05,397.6,7.56,5.63,4095.0,1159,93.48,2652.37,Livré,False,Souss,True,False,93.10344827586206,False,6.670950704225351,152.76604938271603,2026-04
SC-00665,2026-06-15 08:00:00,Fes Textiles,WH-Marrakech,Pharmacie Centrale,Produit A,591.0,122.0,237.21,31786.08,275.3,2.95,0.0,4666.0,127,89.79,2315.15,En retard,False,Souss,False,False,20.642978003384094,False,8.4095532146749,260.5416393442623,2026-06
SC-00666,2026-05-21 14:45:00,Safi Minerals,WH-Marrakech,Retail Pro,Produit A,189.0,165.0,42.38,8010.32,104.7,5.56,0.0,4687.0,1395,83.43,1281.54,Livré,False,Centre,False,False,87.3015873015873,False,12.240114613180515,48.547393939393935,2026-05
SC-00667,2026-01-30 16:00:00,Safi Minerals,WH-Tanger,Pharmacie Centrale,Produit E,1037.0,1033.0,169.86,176140.17,510.9,7.59,0.36,415.0,1318,87.68,4985.43,Livré,True,Sud,False,True,99.61427193828351,True,9.75813270698767,170.51323330106487,2026-01
SC-00668,2026-02-05 18:45:00,Tanger Components,WH-Casablanca,Retail Pro,Produit A,293.0,259.0,23.71,6945.79,183.7,6.0,0.25,5472.0,551,97.11,1672.63,Livré,False,Souss,False,False,88.39590443686008,False,9.10522591181274,26.817722007722008,2026-02
SC-00669,2026-06-12 16:45:00,Casa Packaging,WH-Marrakech,Retail Pro,Produit E,496.0,433.0,36.63,18166.92,191.4,15.8,1.57,3039.0,1528,89.5,1312.08,En retard,False,Sud,False,False,87.29838709677419,False,6.8551724137931025,41.955935334872976,2026-06
SC-00670,2026-05-28 08:00:00,Tanger Components,WH-Fes,Grossiste Nord,Produit A,88.0,88.0,123.57,2302.04,733.4,7.05,3.06,4002.0,489,85.95,7396.31,Livré,False,Sud,True,False,100.0,False,10.08496045814017,26.159545454545455,2026-05
SC-00671,2026-01-05 14:00:00,Fes Textiles,WH-Agadir,Pharmacie Centrale,Produit B,1076.0,936.0,52.97,56994.52,504.6,4.6,0.55,1055.0,981,88.84,3888.57,En retard,False,Nord,False,False,86.98884758364312,False,7.706242568370987,60.89158119658119,2026-01
SC-00672,2026-01-16 07:15:00,Safi Minerals,WH-Agadir,Carrefour,Produit D,164.0,159.0,156.73,25703.19,46.7,4.18,0.0,5529.0,789,94.85,605.41,En retard,False,Oriental,False,False,96.95121951219512,False,12.963811563169163,161.65528301886792,2026-01
SC-00673,2026-01-21 13:30:00,Rabat Pharma,WH-Agadir,Export Client,Produit B,235.0,203.0,191.75,45062.13,211.0,2.48,0.0,1150.0,951,95.04,2688.13,Livré,False,Oriental,False,False,86.38297872340426,False,12.739952606635072,221.98093596059113,2026-01
SC-00674,2026-02-08 16:15:00,Marrakech Food,WH-Agadir,Grossiste Sud,Produit C,1159.0,1054.0,173.71,201326.69,518.9,8.87,5.54,1068.0,137,89.79,5179.59,Livré,False,Centre,True,False,90.9404659188956,False,9.98186548467913,191.01203984819733,2026-02
SC-00675,2026-05-18 14:30:00,Safi Minerals,WH-Tanger,Grossiste Nord,Produit F,585.0,555.0,217.86,127447.76,776.8,9.37,2.2,5743.0,807,82.35,7322.47,Livré,False,Souss,True,False,94.87179487179486,False,9.426454685890835,229.63560360360358,2026-05
SC-00676,2026-02-07 06:30:00,Safi Minerals,WH-Casablanca,BIM,Produit C,1103.0,1038.0,221.55,244368.67,147.6,8.14,5.21,5753.0,1540,83.35,1907.56,Livré,False,Oriental,True,False,94.10698096101541,False,12.923848238482385,235.42261078998075,2026-02
SC-00677,2026-06-06 11:30:00,Marrakech Food,WH-Agadir,Marjane,Produit A,683.0,671.0,93.74,64021.04,191.9,3.65,0.0,3123.0,1736,90.8,1121.07,Livré,False,Centre,False,False,98.24304538799414,False,5.841948931735279,95.41138599105813,2026-06
SC-00678,2026-02-25 21:30:00,Marrakech Food,WH-Tanger,BIM,Produit D,993.0,870.0,154.41,153333.12,174.5,7.4,6.81,5012.0,827,98.22,1256.2,Livré,False,Souss,True,False,87.61329305135952,False,7.198853868194843,176.24496551724138,2026-02
SC-00679,2026-01-28 20:00:00,Tanger Components,WH-Marrakech,Grossiste Nord,Produit C,721.0,647.0,123.37,88953.24,455.0,3.73,0.47,2398.0,198,92.35,3308.33,Livré,False,Sud,False,False,89.73647711511789,False,7.271054945054945,137.48568778979907,2026-01
SC-00680,2026-06-24 10:30:00,Safi Minerals,WH-Marrakech,Grossiste Sud,Produit F,777.0,708.0,118.14,91797.14,55.8,6.92,0.47,2851.0,1196,82.93,657.98,En retard,False,Nord,False,False,91.11969111969111,False,11.791756272401434,129.65697740112995,2026-06
SC-00681,2026-01-23 14:45:00,Rabat Pharma,WH-Marrakech,BIM,Produit D,367.0,316.0,225.18,82640.34,584.5,9.27,3.56,5217.0,325,98.49,4022.06,Livré,False,Oriental,True,False,86.10354223433242,False,6.881197604790419,261.52006329113925,2026-01
SC-00682,2026-05-03 06:15:00,Fes Textiles,WH-Agadir,Pharmacie Centrale,Produit F,358.0,359.0,110.83,39676.98,279.7,8.16,4.87,2711.0,718,89.4,2654.02,Livré,False,Oriental,True,False,100.27932960893855,False,9.488809438684305,110.52083565459611,2026-05
SC-00683,2026-06-05 18:00:00,Marrakech Food,WH-Tanger,Grossiste Nord,Produit A,735.0,642.0,94.67,69584.19,350.4,3.36,0.0,3073.0,1305,86.1,3059.5,Livré,False,Souss,False,False,87.34693877551021,False,8.731449771689498,108.38658878504673,2026-06
SC-00684,2026-05-11 17:45:00,Casa Packaging,WH-Fes,BIM,Produit B,120.0,114.0,39.46,4735.67,294.2,3.52,0.38,1593.0,504,94.62,1692.02,Livré,False,Oriental,False,False,95.0,False,5.7512576478585995,41.5409649122807,2026-05
SC-00685,2026-02-24 06:00:00,Casa Packaging,WH-Agadir,Marjane,Produit A,827.0,798.0,158.83,131348.62,133.2,4.14,0.0,248.0,641,83.72,1100.72,Partiel,True,Souss,False,True,96.49334945586457,True,8.263663663663664,164.59726817042605,2026-02
SC-00686,2026-03-05 08:00:00,Agadir Plastics,WH-Agadir,BIM,Produit E,262.0,257.0,171.42,44913.08,450.6,11.76,6.01,1225.0,1569,90.59,3505.59,Livré,True,Sud,True,True,98.09160305343512,True,7.7798268974700395,174.75906614785993,2026-03
SC-00687,2026-04-05 06:00:00,Tanger Components,WH-Tanger,Export Client,Produit A,514.0,485.0,160.14,82310.6,233.3,4.96,0.0,3935.0,918,87.68,2451.62,Livré,False,Souss,False,False,94.3579766536965,False,10.508444063437633,169.71257731958764,2026-04
SC-00688,2026-06-15 16:15:00,Safi Minerals,WH-Casablanca,Pharmacie Centrale,Produit B,160.0,160.0,132.89,21263.14,368.7,8.38,6.08,3235.0,534,89.53,4405.43,Livré,False,Centre,True,False,100.0,False,11.948548955790617,132.894625,2026-06
SC-00689,2026-02-02 06:00:00,Marrakech Food,WH-Tanger,Marjane,Produit D,1042.0,960.0,179.69,187233.46,716.4,8.59,4.26,959.0,1712,92.65,8234.81,Livré,True,Centre,True,True,92.13051823416507,True,11.494709659408151,195.03485416666666,2026-02
SC-00690,2026-01-22 21:00:00,Agadir Plastics,WH-Tanger,Marjane,Produit E,1155.0,1160.0,16.57,19136.14,625.4,9.41,4.99,4141.0,793,92.27,6071.33,En retard,False,Souss,True,False,100.43290043290042,False,9.707914934441957,16.496672413793103,2026-01
SC-00691,2026-06-02 06:00:00,Casa Packaging,WH-Agadir,BIM,Produit D,766.0,696.0,55.86,42789.32,732.7,7.25,2.79,1441.0,1082,92.24,7229.74,Livré,False,Centre,True,False,90.86161879895562,False,9.867258086529274,61.47890804597701,2026-06
SC-00692,2026-06-20 20:00:00,Rabat Pharma,WH-Tanger,Grossiste Sud,Produit C,421.0,364.0,13.71,5770.11,410.4,8.65,4.51,4579.0,556,85.68,4096.54,Annulé,False,Sud,True,False,86.46080760095012,False,9.98182261208577,15.851950549450548,2026-06
SC-00693,2026-01-24 12:15:00,Agadir Plastics,WH-Marrakech,Grossiste Sud,Produit E,555.0,533.0,219.15,121626.54,530.9,8.46,4.39,572.0,601,89.53,6049.88,En retard,True,Souss,True,True,96.03603603603604,True,11.39551704652477,228.192382739212,2026-01
SC-00694,2026-06-14 21:15:00,Fes Textiles,WH-Agadir,Retail Pro,Produit B,582.0,385.0,17.85,7175.41,710.8,8.33,4.12,2647.0,1651,95.42,5769.6,Livré,False,Oriental,True,False,66.1512027491409,False,8.117051209904334,18.637428571428572,2026-06
SC-00695,2026-04-26 13:00:00,Casa Packaging,WH-Tanger,Retail Pro,Produit D,742.0,742.0,91.05,67560.78,219.6,8.77,3.59,5803.0,1092,97.11,2077.53,En retard,False,Centre,True,False,100.0,False,9.460519125683062,91.0522641509434,2026-04
SC-00696,2026-02-20 17:45:00,Casa Packaging,WH-Casablanca,Pharmacie Centrale,Produit B,306.0,299.0,36.39,11136.0,717.8,8.55,0.0,909.0,1079,92.81,8155.98,Livré,True,Sud,False,True,97.7124183006536,True,11.362468654221232,37.24414715719063,2026-02
SC-00697,2026-04-26 07:15:00,Tanger Components,WH-Fes,Export Client,Produit E,298.0,282.0,201.65,60091.22,289.8,7.01,2.63,2302.0,1502,97.33,3630.31,Livré,False,Sud,True,False,94.63087248322147,False,12.52694962042788,213.08943262411347,2026-04
SC-00698,2026-04-23 07:30:00,Rabat Pharma,WH-Marrakech,Retail Pro,Produit F,895.0,822.0,45.43,40655.83,474.5,4.95,0.0,4053.0,941,90.49,3283.01,Livré,False,Centre,False,False,91.84357541899442,False,6.9188830347734465,49.459647201946474,2026-04
SC-00699,2026-04-24 22:45:00,Agadir Plastics,WH-Fes,Export Client,Produit C,896.0,839.0,213.23,191054.81,327.1,9.25,3.04,721.0,352,85.52,1852.5,Livré,False,Nord,True,False,93.63839285714286,False,5.663405686334454,227.71729439809297,2026-04
SC-00700,2026-04-08 20:00:00,Fes Textiles,WH-Tanger,Export Client,Produit B,1128.0,1069.0,138.01,155678.24,50.6,7.17,1.56,5702.0,24,95.74,307.87,Livré,False,Centre,False,False,94.76950354609929,False,6.084387351778656,145.62978484565014,2026-04
SC-00701,2026-05-24 19:45:00,Marrakech Food,WH-Casablanca,BIM,Produit B,275.0,267.0,125.88,34617.3,615.6,12.9,9.03,2229.0,1528,98.53,6907.05,Livré,False,Sud,True,False,97.0909090909091,False,11.220029239766081,129.65280898876406,2026-05
SC-00702,2026-03-09 08:00:00,Fes Textiles,WH-Fes,Grossiste Nord,Produit D,298.0,294.0,164.4,48992.28,406.0,4.94,2.08,5930.0,1275,87.73,4063.87,Livré,False,Nord,True,False,98.65771812080537,False,10.009532019704434,166.6404081632653,2026-03
SC-00703,2026-01-20 15:45:00,Fes Textiles,WH-Marrakech,Pharmacie Centrale,Produit C,896.0,820.0,56.23,50377.69,98.3,0.87,0.0,1076.0,911,84.19,1076.21,Livré,False,Centre,False,False,91.51785714285714,False,10.948219735503562,61.436207317073176,2026-01
SC-00704,2026-03-12 13:30:00,Fes Textiles,WH-Fes,Retail Pro,Produit D,384.0,387.0,196.45,63757.020000000004,716.2,7.48,0.57,5836.0,169,91.23,3973.72,Livré,False,Souss,False,False,100.78125,False,5.548338452946104,164.74682170542636,2026-03
SC-00705,2026-01-08 08:00:00,Safi Minerals,WH-Fes,BIM,Produit D,1167.0,1133.0,105.14,122697.58,657.5,5.94,0.0,4970.0,239,96.26,7057.05,Livré,False,Nord,False,False,97.08654670094259,False,10.733155893536122,108.29442188879082,2026-01
SC-00706,2026-03-12 06:15:00,Safi Minerals,WH-Agadir,BIM,Produit A,316.0,287.0,16.68,5270.45,600.2,5.72,1.9,3651.0,1037,91.58,4770.96,Livré,False,Oriental,False,False,90.82278481012658,False,7.948950349883372,18.363937282229966,2026-03
SC-00707,2026-02-14 06:15:00,Casa Packaging,WH-Fes,Export Client,Produit A,548.0,557.0,158.23,86709.39,272.8,4.68,0.68,2483.0,1661,83.37,1736.92,Partiel,False,Nord,False,False,101.64233576642336,False,6.367008797653959,155.67215439856372,2026-02
SC-00708,2026-03-24 22:15:00,Safi Minerals,WH-Casablanca,Carrefour,Produit D,281.0,276.0,97.74,27465.99,658.2,10.47,6.09,732.0,727,91.03,5704.26,Livré,False,Souss,True,False,98.22064056939502,False,8.666453965360073,99.51445652173913,2026-03
SC-00709,2026-06-05 07:00:00,Safi Minerals,WH-Marrakech,Grossiste Nord,Produit B,789.0,712.0,25.29,19952.07,47.3,4.03,1.14,801.0,496,82.79,456.18,En retard,False,Oriental,False,False,90.24081115335868,False,9.644397463002115,28.0225702247191,2026-06
SC-00710,2026-04-19 15:00:00,Tanger Components,WH-Tanger,Grossiste Nord,Produit A,894.0,788.0,172.27,154008.53,693.1,7.72,2.21,4999.0,81,91.95,5929.18,En retard,False,Souss,True,False,88.14317673378076,False,8.554580868561535,195.4422969543147,2026-04
SC-00711,2026-05-13 12:00:00,Agadir Plastics,WH-Marrakech,Carrefour,Produit A,569.0,553.0,233.38,132791.54,201.0,9.44,5.12,2854.0,35,89.97,1645.32,Partiel,False,Nord,True,False,97.18804920913884,False,8.185671641791044,240.1293670886076,2026-05
SC-00712,2026-02-13 06:30:00,Tanger Components,WH-Tanger,Pharmacie Centrale,Produit B,637.0,608.0,129.05,82205.92,85.1,3.93,1.32,3440.0,376,96.12,914.65,En retard,False,Sud,False,False,95.44740973312402,False,10.747943595769684,135.2071052631579,2026-02
